term,coef,se,p_normal,p_t_G1
Intercept,0.6624346451870005,0.4275933185025029,0.12132967259316935,0.12420203687977603
z_gust_0h,-0.00024523989440493864,0.008527346753540476,0.9770566201745712,0.9771087329696994
z_precipitation_24h_sum,0.04672671338689539,0.006885368836722957,1.1498390478935024e-11,6.064194250961216e-10
z_temperature_0h,-0.07237219849678105,0.009268268129368618,5.7826705349231465e-15,3.654442999097609e-12
z_pressure_msl_0h,-0.04164412075192345,0.0069892005459185275,2.5479342218122937e-09,3.119491587793865e-08
z_gust_sq,0.08096305923144638,0.004551557126900202,8.75627868826509e-71,3.7988376285110704e-34
urban_binary,0.21786307598579113,0.051911394235096005,2.7068203108852137e-05,5.508548361329018e-05
log_population,0.06642548766817437,0.03828705606162584,0.08275262402342802,0.0855534989130784
income_deprivation_rate,0.9016664319924821,0.6846777310065874,0.18786513111039027,0.1906020726808453
deprivation_gap_pct,-0.13230582549788436,0.500744578436993,0.7916117964062687,0.7921061893384234
morans_i,0.2784524837242407,0.15750316706553752,0.07707482587727581,0.07984741746524035
incident_year[2022],0.1024216713707953,0.016301916199347087,3.325297567103168e-10,6.834810119349303e-09
incident_year[2023],0.002903696775680619,0.017677977354591225,0.8695303783158193,0.8698318181415201
incident_year[2024],-0.07773871470651006,0.03126806682353403,0.01291148351092879,0.01441476520643294
incident_month[2],0.44455208392154877,0.04178579968731351,1.96578978385204e-26,1.3306202090592624e-18
incident_month[3],0.04321852045590447,0.024920363036338357,0.08287102435522263,0.0856724263512122
incident_month[4],-0.009348292387560643,0.0311868980748523,0.7643673750700748,0.7649330530125087
incident_month[5],-0.008465321966767896,0.033540206385395496,0.8007371107672154,0.8012081199144266
incident_month[6],0.1385246218114004,0.037466051540903926,0.00021787295300441874,0.0003415793621312601
incident_month[7],0.1248524398034165,0.03516664182412397,0.00038477944522081293,0.0005674863779831313
incident_month[8],0.13932126374575915,0.03645723945379717,0.00013264354767382927,0.00022012851407178256
incident_month[9],0.0746056817792374,0.037866056835016586,0.048809473724654266,0.051322522441864415
incident_month[10],0.030948908738163406,0.03784408294301888,0.4134711308490785,0.41523904733026196
incident_month[11],0.011661099130550396,0.027284229564962032,0.6690928273992592,0.6699283000868106
incident_month[12],0.05736575388525732,0.028946728269425882,0.04750500325814865,0.04999947894773865
z_customers_v2_log1p,-0.19639142124266457,0.016463377115988064,8.358382630351294e-33,1.4884778138158143e-21
z_cust_sq,-0.11133008136808209,0.013716853116847548,4.80615664651005e-16,7.545903358163717e-13
z_temperature_sq,0.016787741636830358,0.0038255895597610065,1.1425289339251356e-05,2.6328697797639372e-05
z_gust_precip,-0.024454468274793594,0.006303856328995974,0.00010476306568532048,0.00017883113825513063
